"url","title","artist","style","date"
"http://uploads0.wikiart.org/images/wassily-kandinsky/in-blue-1925.jpg","In Blue","Wassily Kandinsky","abstract-art",1925
"http://uploads2.wikiart.org/images/wassily-kandinsky/small-dream-in-red-1925.jpg","Small dream in red","Wassily Kandinsky","abstract-art",1925
"http://uploads5.wikiart.org/images/edward-wadsworth/marine-screw-propeller-1925.jpg","Marine Screw Propeller","Edward Wadsworth","abstract-art",1925
"http://uploads3.wikiart.org/images/david-kakabadze/z-the-speared-fish-1925(1).jpg","Z (The Speared fish)","David Kakabadze","abstract-art",1925
"http://uploads1.wikiart.org/images/georgia-o-keeffe/abstraction-no-77-tulip.jpg","Abstraction No. 77 (Tulip)","Georgia O'Keeffe","abstract-art",1925
"http://uploads8.wikiart.org/images/bice-lazzari/astrazione-di-una-linea-n-2-disegno-1925(2).jpg","Astrazione di una linea n. 2, disegno","Bice Lazzari","abstract-art",1925
"http://uploads1.wikiart.org/images/janos-mattis-teutsch/composition-1925(4).jpg","Composition","Janos Mattis-Teutsch","abstract-art",1925
"http://uploads1.wikiart.org/images/janos-mattis-teutsch/composition-1925(6).jpg","Composition","Janos Mattis-Teutsch","abstract-art",1925
"http://uploads0.wikiart.org/images/janos-mattis-teutsch/composition-1925-2.jpg","Composition","Janos Mattis-Teutsch","abstract-art",1925
"http://uploads0.wikiart.org/images/janos-mattis-teutsch/composition-1925-1.jpg","Composition","Janos Mattis-Teutsch","abstract-art",1925
"http://uploads7.wikiart.org/images/f-lix-del-marle/le-group-vouloir-1925.jpg","Le Group Vouloir","Felix Del Marle","abstract-art",1925
"http://uploads8.wikiart.org/images/anni-albers/wall-hanging-1925.jpg","Wall Hanging","Anni Albers","abstract-art",1925
"http://uploads1.wikiart.org/images/anni-albers/wall-hanging-1925-1.jpg","Wall Hanging","Anni Albers","abstract-art",1925
"http://uploads6.wikiart.org/images/willi-baumeister/chess-1925.jpg","Chess","Willi Baumeister","abstract-art",1925
"http://uploads7.wikiart.org/images/rudolf-bauer/concentric-1925.jpg","Concentric","Rudolf Bauer","abstract-art",1925
"http://uploads8.wikiart.org/images/wassily-kandinsky/yellow-red-blue-1925.jpg","Yellow-Red-Blue","Wassily Kandinsky","abstract-art",1925
"http://uploads3.wikiart.org/00142/images/57726d7dedc2cb3880b47cb0/kandinsky-jaune-rouge-bleu.jpg","Yellow-Red-Blue","Wassily Kandinsky","abstract-art",1925
"http://uploads4.wikiart.org/images/paul-klee/abstraction-with-reference-to-a-flowering-tree-1925.jpg","Abstraction with Reference to a Flowering Tree","Paul Klee","abstract-art",1925
"http://uploads4.wikiart.org/images/wassily-kandinsky/development-1926.jpg","Development","Wassily Kandinsky","abstract-art",1926
"http://uploads8.wikiart.org/images/wassily-kandinsky/merry-structure-1926.jpg","Merry Structure","Wassily Kandinsky","abstract-art",1926
"http://uploads5.wikiart.org/images/man-ray/concrete-mixer-from-the-portfolio-revolving-doors-1926.jpg","Concrete Mixer from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads8.wikiart.org/images/man-ray/decanter-from-the-portfolio-revolving-doors-1926.jpg","Decanter from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads0.wikiart.org/images/man-ray/dragonfly-from-the-portfolio-revolving-doors-1926.jpg","Dragonfly from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads6.wikiart.org/images/man-ray/legend-from-the-portfolio-revolving-doors-1926.jpg","Legend from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads4.wikiart.org/images/man-ray/long-distance-from-the-portfolio-revolving-doors-1926.jpg","Long Distance from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads4.wikiart.org/images/man-ray/mime-from-the-portfolio-revolving-doors-1926.jpg","Mime from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads0.wikiart.org/images/man-ray/orchestra-from-the-portfolio-revolving-doors-1926.jpg","Orchestra from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads7.wikiart.org/images/man-ray/shadows-from-the-portfolio-revolving-doors-1926.jpg","Shadows from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads2.wikiart.org/images/man-ray/the-meeting-from-the-portfolio-revolving-doors-1926.jpg","The Meeting from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads4.wikiart.org/images/man-ray/young-girl-jeune-fille-from-the-portfolio-revolving-doors-1926.jpg","Young Girl (Jeune fille) from the portfolio Revolving Doors","Man Ray","abstract-art",1926
"http://uploads8.wikiart.org/images/constantin-brancusi/fish-1926.jpg","Fish","Constantin Brancusi","abstract-art",1926
"http://uploads2.wikiart.org/images/david-kakabadze/abstraction-1926.jpg","Abstraction","David Kakabadze","abstract-art",1926
"http://uploads7.wikiart.org/images/paul-klee/the-column-1926(1).jpg","The column","Paul Klee","abstract-art",1926
"http://uploads4.wikiart.org/images/david-kakabadze/abstraction-1926-1.jpg","Abstraction","David Kakabadze","abstract-art",1926
"http://uploads2.wikiart.org/images/david-kakabadze/composition-1926.jpg","Composition","David Kakabadze","abstract-art",1926
"http://uploads6.wikiart.org/images/willi-baumeister/planar-tension-with-red-1926.jpg","Planar Tension with Red","Willi Baumeister","abstract-art",1926
"http://uploads8.wikiart.org/images/josef-ma/hot-air-balloon-1926.jpg","Hot Air Balloon","Josef Sima","abstract-art",1926
"http://uploads1.wikiart.org/images/marcelle-cahn/composition-abstraite-1926.jpg","Composition abstraite","Marcelle Cahn","abstract-art",1926
"http://uploads7.wikiart.org/images/jean-fautrier/artichaut-1926.jpg","Artichaut","Jean Fautrier","abstract-art",1926
"http://uploads3.wikiart.org/images/jean-fautrier/fleures-noires-1926.jpg","Fleures noires","Jean Fautrier","abstract-art",1926
"http://uploads2.wikiart.org/images/f-lix-del-marle/composition-1926.jpg","Composition","Felix Del Marle","abstract-art",1926
"http://uploads5.wikiart.org/images/anni-albers/black-white-yellow-1926.jpg","Black-White-Yellow","Anni Albers","abstract-art",1926
"http://uploads8.wikiart.org/images/anni-albers/wall-hanging-1926.jpg","Wall Hanging","Anni Albers","abstract-art",1926
"http://uploads7.wikiart.org/images/wassily-kandinsky/accent-on-rose-1926.jpg","Accent on rose","Wassily Kandinsky","abstract-art",1926
"http://uploads8.wikiart.org/images/wassily-kandinsky/several-circles-1926.jpg","Several circles","Wassily Kandinsky","abstract-art",1926
"http://uploads1.wikiart.org/00142/images/57726d7dedc2cb3880b47cb0/vassily-kandinsky-1926-several-circles-gugg-0910-25.jpg","Several circles","Wassily Kandinsky","abstract-art",1926
"http://uploads7.wikiart.org/images/wassily-kandinsky/dark-freshness-1927.jpg","Dark freshness","Wassily Kandinsky","abstract-art",1927
"http://uploads1.wikiart.org/images/paul-klee/flora-on-sand-1927(1).jpg","Flora on sand","Paul Klee","abstract-art",1927
"http://uploads7.wikiart.org/images/salvador-dali/harlequin-1927.jpg","Harlequin","Salvador Dali","abstract-art",1927
"http://uploads4.wikiart.org/images/enrico-prampolini/il-mercante-di-cuori-bozzetto-di-scena-1927.jpg","Il mercante di cuori, bozzetto di scena","Enrico Prampolini","abstract-art",1927
"http://uploads2.wikiart.org/images/david-kakabadze/abstraction-1927.jpg","Abstraction","David Kakabadze","abstract-art",1927
"http://uploads4.wikiart.org/images/david-kakabadze/abstraction-1927-1.jpg","Abstraction","David Kakabadze","abstract-art",1927
"http://uploads7.wikiart.org/images/david-kakabadze/abstraction-1927-2(2).jpg","Abstraction","David Kakabadze","abstract-art",1927
"http://uploads4.wikiart.org/images/david-kakabadze/abstraction-1927-3.jpg","Abstraction","David Kakabadze","abstract-art",1927
"http://uploads4.wikiart.org/images/david-kakabadze/abstraction-1927-4.jpg","Abstraction","David Kakabadze","abstract-art",1927
"http://uploads8.wikiart.org/images/paul-klee/cote-de-provence(1).jpg","Cote de provence","Paul Klee","abstract-art",1927
"http://uploads4.wikiart.org/images/paul-klee/pastoral-rhythms-1927(1).jpg","Pastoral (Rhythms)","Paul Klee","abstract-art",1927
"http://uploads8.wikiart.org/images/salvador-dali/head-of-a-woman.jpg","Head of a Woman","Salvador Dali","abstract-art",1927
"http://uploads0.wikiart.org/images/georgia-o-keeffe/abstraction-white-rose.jpg","Abstraction White Rose","Georgia O'Keeffe","abstract-art",1927
"http://uploads7.wikiart.org/images/josef-ma/vejce-1927.jpg","Vejce","Josef Sima","abstract-art",1927
"http://uploads3.wikiart.org/images/jean-fautrier/le-lilas-blanc-1927.jpg","Le lilas blanc","Jean Fautrier","abstract-art",1927
"http://uploads1.wikiart.org/images/auguste-herbin/composition-1927.jpg","Composition","Auguste Herbin","abstract-art",1927
"http://uploads5.wikiart.org/images/serge-charchoune/grossissement-1927.jpg","Grossissement","Serge Charchoune","abstract-art",1927
"http://uploads4.wikiart.org/images/serge-charchoune/the-small-black-holes-1927.jpg","The Small Black Holes","Serge Charchoune","abstract-art",1927
"http://uploads0.wikiart.org/images/victor-servranckx/opus-14-1927.jpg","Opus 14","Victor Servranckx","abstract-art",1927
"http://uploads2.wikiart.org/images/wassily-kandinsky/black-red-1928.jpg","Black-Red","Wassily Kandinsky","abstract-art",1928
"http://uploads1.wikiart.org/images/wassily-kandinsky/crossing-1928.jpg","Crossing","Wassily Kandinsky","abstract-art",1928
"http://uploads5.wikiart.org/images/wassily-kandinsky/mild-process-1928.jpg","Mild process","Wassily Kandinsky","abstract-art",1928
"http://uploads6.wikiart.org/images/wassily-kandinsky/on-the-points-1928.jpg","On the points","Wassily Kandinsky","abstract-art",1928
"http://uploads0.wikiart.org/images/salvador-dali/four-fishermen-s-wives-of-cadaques.jpg","Four Fishermen's Wives of Cadaques","Salvador Dali","abstract-art",1928
"http://uploads4.wikiart.org/images/salvador-dali/fishermen-in-the-sun.jpg","Fishermen in the Sun","Salvador Dali","abstract-art",1928
"http://uploads4.wikiart.org/images/salvador-dali/abstract-composition.jpg","Abstract Composition","Salvador Dali","abstract-art",1928
"http://uploads5.wikiart.org/images/salvador-dali/fishermen-in-cadaques.jpg","Fishermen in Cadaques","Salvador Dali","abstract-art",1928
"http://uploads8.wikiart.org/images/john-marin/schooner-yachts-deer-isle-maine-1928.jpg","Schooner Yachts, Deer Isle, Maine","John Marin","abstract-art",1928
"http://uploads5.wikiart.org/images/wassily-kandinsky/picture-xvi-the-great-gate-of-kiev-stage-set-for-mussorgsky-s-pictures-at-an-exhibition-in-1928(1).jpg","Picture XVI,  The Great Gate of Kiev. Stage set for Mussorgsky's Pictures at an Exhibition in Friedrich Theater, Dessau.","Wassily Kandinsky","abstract-art",1928
"http://uploads1.wikiart.org/images/albert-gleizes/composition-1928.jpg","Composition","Albert Gleizes","abstract-art",1928
"http://uploads5.wikiart.org/images/jean-fautrier/bouquet-1928.jpg","Bouquet","Jean Fautrier","abstract-art",1928
"http://uploads1.wikiart.org/images/auguste-herbin/abstraction-1928.jpg","Abstraction","Auguste Herbin","abstract-art",1928
"http://uploads2.wikiart.org/images/gosta-adrian-nilsson/vertical-figure-1928.jpg","Vertical figure","Gosta Adrian-Nilsson","abstract-art",1928
"http://uploads3.wikiart.org/images/stuart-davis/egg-beater-no-4-1928.jpg","Egg Beater No. 4","Stuart Davis","abstract-art",1928
"http://uploads0.wikiart.org/images/serge-charchoune/the-tree-1928.jpg","The Tree","Serge Charchoune","abstract-art",1928
"http://uploads1.wikiart.org/images/michel-seuphor/composition-1928.jpg","Composition","Michel Seuphor","abstract-art",1928
"http://uploads7.wikiart.org/images/wassily-kandinsky/not_detected_189367.jpg","Picture II, Gnomus. (Stage set for Mussorgsky's Pictures at an Exhibition in Friedrich Theater, Dessau)","Wassily Kandinsky","abstract-art",1928
"http://uploads7.wikiart.org/images/arthur-segal/harbour-on-bornholm-1928.jpg","Harbour on Bornholm","Arthur Segal","abstract-art",1928
"http://uploads5.wikiart.org/images/paul-klee/neuer-stadtteil-in-m-1928.jpg","Neuer Stadtteil in M","Paul Klee","abstract-art",1928
"http://uploads2.wikiart.org/images/wassily-kandinsky/downwards-1929.jpg","Downwards","Wassily Kandinsky","abstract-art",1929
"http://uploads4.wikiart.org/images/wassily-kandinsky/eight-times-1929.jpg","Eight times","Wassily Kandinsky","abstract-art",1929
"http://uploads0.wikiart.org/images/wassily-kandinsky/storeys-1929.jpg","Storeys","Wassily Kandinsky","abstract-art",1929
"http://uploads8.wikiart.org/images/wassily-kandinsky/upward-1929.jpg","Upward","Wassily Kandinsky","abstract-art",1929
"http://uploads4.wikiart.org/images/paul-klee/necropolis-1929.jpg","Necropolis","Paul Klee","abstract-art",1929
"http://uploads7.wikiart.org/images/josef-albers/brackish-water-biarritz-viii-1929.jpg","Brackish Water Biarritz VIII","Josef Albers","abstract-art",1929
"http://uploads0.wikiart.org/images/paul-klee/fire-evening-1929(1).jpg","Fire evening","Paul Klee","abstract-art",1929
"http://uploads6.wikiart.org/images/paul-klee/highway-and-byways-1929(1).jpg","Highway and byways","Paul Klee","abstract-art",1929
"http://uploads8.wikiart.org/images/paul-klee/main-path-and-byways-1929(1).jpg","Main path and byways","Paul Klee","abstract-art",1929
"http://uploads1.wikiart.org/images/paul-klee/the-place-of-the-twins-1929(1).jpg","The place of the twins","Paul Klee","abstract-art",1929
"http://uploads7.wikiart.org/images/victor-vasarely/etudes-bauhaus-a-1929.jpg","Etudes Bauhaus A","Victor Vasarely","abstract-art",1929
"http://uploads7.wikiart.org/images/victor-vasarely/etudes-bauhaus-c-1929.jpg","Etudes Bauhaus C","Victor Vasarely","abstract-art",1929
"http://uploads7.wikiart.org/images/victor-vasarely/etudes-bauhaus-d-1929.jpg","Etudes Bauhaus D","Victor Vasarely","abstract-art",1929
"http://uploads6.wikiart.org/images/edward-wadsworth/composition-cones-and-spirals-1929(1).jpg","Composition - Cones and Spirals","Edward Wadsworth","abstract-art",1929
"http://uploads5.wikiart.org/images/paul-klee/monument-1929(1).jpg","Monument","Paul Klee","abstract-art",1929
"http://uploads0.wikiart.org/images/georgia-o-keeffe/grey-blue-and-black-pink-circle.jpg","Grey Blue and Black, Pink Circle","Georgia O'Keeffe","abstract-art",1929
"http://uploads5.wikiart.org/images/constantin-brancusi/the-signal-1929.jpg","The signal","Constantin Brancusi","abstract-art",1929
"http://uploads5.wikiart.org/images/jean-helion/untitled-h-lion-29-1929.jpg","Untitled (Helion 29)","Jean Helion","abstract-art",1929
"http://uploads4.wikiart.org/images/arthur-dove/foghorns-1929.jpg","Foghorns","Arthur Dove","abstract-art",1929
"http://uploads0.wikiart.org/images/otto-freundlich/ascension-1929.jpg","Ascension","Otto Freundlich","abstract-art",1929
"http://uploads3.wikiart.org/images/willi-baumeister/the-painter-1929.jpg","The Painter","Willi Baumeister","abstract-art",1929
"http://uploads5.wikiart.org/images/john-ferren/st-tropez-abstract-1929.jpg","St. Tropez (Abstract)","John Ferren","abstract-art",1929
"http://uploads4.wikiart.org/images/michel-seuphor/composition-ii-1929.jpg","Composition II","Michel Seuphor","abstract-art",1929
"http://uploads3.wikiart.org/images/michel-seuphor/composition-v-1929.jpg","Composition V","Michel Seuphor","abstract-art",1929
"http://uploads8.wikiart.org/images/paul-klee/in-the-current-six-thresholds-1929(1).jpg","In the current six thresholds","Paul Klee","abstract-art",1929
"http://uploads6.wikiart.org/images/paul-klee/rock-chamber-1929.jpg","Rock Chamber","Paul Klee","abstract-art",1929
"http://uploads6.wikiart.org/images/paul-klee/crystalline-landscape-1929.jpg","Crystalline Landscape","Paul Klee","abstract-art",1929
"http://uploads3.wikiart.org/images/wassily-kandinsky/capricious-1930.jpg","Capricious","Wassily Kandinsky","abstract-art",1930
"http://uploads8.wikiart.org/images/wassily-kandinsky/green-emptyness-1930.jpg","Green emptyness","Wassily Kandinsky","abstract-art",1930
"http://uploads3.wikiart.org/images/paul-klee/house-on-the-water-1930.jpg","House on the Water","Paul Klee","abstract-art",1930
"http://uploads2.wikiart.org/images/paul-klee/individualized-altimetry-of-stripes-1930.jpg","Individualized Altimetry of Stripes","Paul Klee","abstract-art",1930
"http://uploads6.wikiart.org/images/paul-klee/rhythmic-rythmical-1930(1).jpg","Rhythmic (Rythmical)","Paul Klee","abstract-art",1930
"http://uploads8.wikiart.org/images/constantin-brancusi/fish-1930.jpg","Fish","Constantin Brancusi","abstract-art",1930
"http://uploads8.wikiart.org/images/rudolf-bauer/third-symphony-in-3-movements-1930.jpg","Third Symphony in 3 Movements","Rudolf Bauer","abstract-art",1930
"http://uploads5.wikiart.org/images/richard-pousette-dart/untitled-1930.jpg","Untitled","Richard Pousette-Dart","abstract-art",1930
"http://uploads7.wikiart.org/images/gosta-adrian-nilsson/konstruktion-p-svart-1930.jpg","Konstruktion pa svart","Gosta Adrian-Nilsson","abstract-art",1930
"http://uploads3.wikiart.org/images/arthur-dove/clouds-and-water-1930.jpg","Clouds and Water","Arthur Dove","abstract-art",1930
"http://uploads8.wikiart.org/images/pierre-daura/f1-1930.jpg","F1","Pierre Daura","abstract-art",1930
"http://uploads3.wikiart.org/images/bice-lazzari/red-and-white-signals-1930(2).jpg","Red and White Signals","Bice Lazzari","abstract-art",1930
"http://uploads0.wikiart.org/images/wassily-kandinsky/three-rectangles-1930.jpg","Thirteen rectangles","Wassily Kandinsky","abstract-art",1930
"http://uploads2.wikiart.org/images/wassily-kandinsky/circulation-slowed-1931.jpg","Circulation slowed","Wassily Kandinsky","abstract-art",1931
"http://uploads0.wikiart.org/images/wassily-kandinsky/fragile-1931.jpg","Fragile","Wassily Kandinsky","abstract-art",1931
"http://uploads4.wikiart.org/images/theo-van-doesburg/composition-1931.jpg","Composition","Theo van Doesburg","abstract-art",1931
"http://uploads0.wikiart.org/images/theo-van-doesburg/despair-1931.jpg","Despair","Theo van Doesburg","abstract-art",1931
"http://uploads5.wikiart.org/images/paul-klee/the-light-and-so-much-else-1931(1).jpg","The Light and So Much Else","Paul Klee","abstract-art",1931
"http://uploads4.wikiart.org/images/edward-wadsworth/composition-on-a-red-ground-1931(1).jpg","Composition on a Red Ground","Edward Wadsworth","abstract-art",1931
"http://uploads5.wikiart.org/images/wladyslaw-strzeminski/unist-composition-1931.jpg","Unist Composition","Wladyslaw Strzeminski","abstract-art",1931
"http://uploads3.wikiart.org/images/josef-ma/paysage-surr-aliste-1931.jpg","Paysage surrealiste","Josef Sima","abstract-art",1931
"http://uploads1.wikiart.org/images/toyen/composition-1931.jpg","Composition","Toyen","abstract-art",1931
"http://uploads3.wikiart.org/images/toyen/composition-1931-1.jpg","Composition","Toyen","abstract-art",1931
"http://uploads7.wikiart.org/images/auguste-herbin/untitled-1931.jpg","Untitled","Auguste Herbin","abstract-art",1931
"http://uploads0.wikiart.org/images/auguste-herbin/untitled-1931-1.jpg","Untitled","Auguste Herbin","abstract-art",1931
"http://uploads0.wikiart.org/images/auguste-herbin/untitled-1931-2.jpg","Untitled","Auguste Herbin","abstract-art",1931
"http://uploads0.wikiart.org/images/auguste-herbin/untitled-1931-3.jpg","Untitled","Auguste Herbin","abstract-art",1931
"http://uploads3.wikiart.org/images/arthur-dove/fields-of-grain-as-seen-from-train-1931.jpg","Fields of Grain as Seen from Train","Arthur Dove","abstract-art",1931
"http://uploads2.wikiart.org/images/otto-freundlich/composition-1931.jpg","Composition","Otto Freundlich","abstract-art",1931
"http://uploads8.wikiart.org/images/willi-baumeister/flamelet-picture-1931.jpg","Flamelet Picture","Willi Baumeister","abstract-art",1931
"http://uploads1.wikiart.org/images/le-corbusier/saint-sulpice-1931.jpg","Saint Sulpice","Le Corbusier","abstract-art",1931
"http://uploads6.wikiart.org/images/wassily-kandinsky/decisive-pink-1932.jpg","Decisive Pink","Wassily Kandinsky","abstract-art",1932
"http://uploads1.wikiart.org/images/georgia-o-keeffe/bleeding-heart.jpg","Bleeding Heart","Georgia O'Keeffe","abstract-art",1932
"http://uploads4.wikiart.org/images/edward-wadsworth/composition-crank-and-chain-1932(1).jpg","Composition - Crank and Chain","Edward Wadsworth","abstract-art",1932
"http://uploads1.wikiart.org/images/edward-wadsworth/dux-et-comes-iv-1932(1).jpg","Dux et Comes IV","Edward Wadsworth","abstract-art",1932
"http://uploads7.wikiart.org/images/wladyslaw-strzeminski/unistic-composition-1932.jpg","Unistic Composition","Wladyslaw Strzeminski","abstract-art",1932
"http://uploads4.wikiart.org/images/jacques-villon/dance-1932.jpg","Dance","Jacques Villon","abstract-art",1932
"http://uploads8.wikiart.org/images/gosta-adrian-nilsson/gr-relief-ii-1932.jpg","Gra relief II","Gosta Adrian-Nilsson","abstract-art",1932
"http://uploads6.wikiart.org/images/louis-schanker/abstract-with-instruments-1932.jpg","Abstract with Instruments","Louis Schanker","abstract-art",1932
"http://uploads0.wikiart.org/images/john-ferren/untitled-no-8-1932.jpg","Untitled (No 8)","John Ferren","abstract-art",1932
"http://uploads4.wikiart.org/images/john-ferren/untitled-1932.jpg","Untitled","John Ferren","abstract-art",1932
"http://uploads6.wikiart.org/images/john-ferren/untitled-1932-1.jpg","Untitled","John Ferren","abstract-art",1932
"http://uploads0.wikiart.org/images/edward-wadsworth/dux-et-comes-i-1932(1).jpg","Dux et Comes I","Edward Wadsworth","abstract-art",1932
"http://uploads2.wikiart.org/images/ben-nicholson/1932-painting-1932.jpg","1932 (painting)","Ben Nicholson","abstract-art",1932
"http://uploads0.wikiart.org/images/wassily-kandinsky/gloomy-situation-1933.jpg","Gloomy Situation","Wassily Kandinsky","abstract-art",1933
"http://uploads7.wikiart.org/images/wassily-kandinsky/soft-roughness-1933.jpg","Soft roughness","Wassily Kandinsky","abstract-art",1933
"http://uploads6.wikiart.org/images/arthur-beecher-carles/gay-madness-gay-abstraction-1933.jpg","Gay Madness (Gay Abstraction)","Arthur Beecher Carles","abstract-art",1933
"http://uploads3.wikiart.org/images/paul-klee/small-room-in-venice(1).jpg","Small room in Venice","Paul Klee","abstract-art",1933
"http://uploads2.wikiart.org/images/wladyslaw-strzeminski/kompozycja-morska-wenus-1933.jpg","Kompozycja morska. Wenus","Wladyslaw Strzeminski","abstract-art",1933
"http://uploads4.wikiart.org/images/david-smith/saw-head-1933.jpg","Saw Head","David Smith","abstract-art",1933
"http://uploads8.wikiart.org/images/jean-helion/untitled-h-lion-33-5f-1933.jpg","Untitled (Helion 33, 5F)","Jean Helion","abstract-art",1933
"http://uploads7.wikiart.org/images/jean-helion/untitled-h-lion-h-33-1933.jpg","Untitled (Helion H. 33)","Jean Helion","abstract-art",1933
"http://uploads2.wikiart.org/images/otto-freundlich/composition-1933.jpg","Composition","Otto Freundlich","abstract-art",1933
"http://uploads3.wikiart.org/images/willi-baumeister/painter-with-palette-1933.jpg","Painter with Palette","Willi Baumeister","abstract-art",1933
"http://uploads7.wikiart.org/images/willi-baumeister/tennis-1933.jpg","Tennis","Willi Baumeister","abstract-art",1933
"http://uploads7.wikiart.org/images/john-ferren/composition-1933.jpg","Composition","John Ferren","abstract-art",1933
"http://uploads3.wikiart.org/images/john-ferren/composition-brun-1933.jpg","Composition (Brun)","John Ferren","abstract-art",1933
"http://uploads6.wikiart.org/images/john-ferren/composition-aux-plais-jaunes-1933.jpg","Composition aux Plais Jaunes","John Ferren","abstract-art",1933
"http://uploads4.wikiart.org/images/john-ferren/grazioso-1933.jpg","Grazioso","John Ferren","abstract-art",1933
"http://uploads4.wikiart.org/images/john-ferren/untitled-1933.jpg","Untitled","John Ferren","abstract-art",1933
"http://uploads5.wikiart.org/images/alberto-magnelli/pierres-no-21-1933.jpg","Pierres No. 21","Alberto Magnelli","abstract-art",1933
"http://uploads3.wikiart.org/images/rudolf-bauer/invention-composition-31-1933.jpg","Invention (Composition 31)","Rudolf Bauer","abstract-art",1933
"http://uploads1.wikiart.org/images/wassily-kandinsky/compensation-rose-1933.jpg","Compensation rose","Wassily Kandinsky","abstract-art",1933
"http://uploads6.wikiart.org/images/wassily-kandinsky/gentle-accent-1934.jpg","Gentle accent","Wassily Kandinsky","abstract-art",1934
"http://uploads0.wikiart.org/images/wassily-kandinsky/surfaces-meeting-1934.jpg","Surfaces meeting","Wassily Kandinsky","abstract-art",1934
"http://uploads4.wikiart.org/images/paul-klee/mountain-village-autumnal-1934(1).jpg","Mountain Village (Autumnal)","Paul Klee","abstract-art",1934
"http://uploads3.wikiart.org/images/paul-klee/coming-to-bloom-1934(1).jpg","Coming to bloom","Paul Klee","abstract-art",1934
"http://uploads5.wikiart.org/images/sophie-taeuber-arp/echelonnement-desaxe-1934.jpg","Echelonnement desaxe","Sophie Taeuber-Arp","abstract-art",1934
"http://uploads0.wikiart.org/images/edward-wadsworth/composition-on-a-pink-background-1934(1).jpg","Composition on a Pink Background","Edward Wadsworth","abstract-art",1934
"http://uploads8.wikiart.org/images/wladyslaw-strzeminski/unist-composition-14-1934.jpg","Unist Composition 14","Wladyslaw Strzeminski","abstract-art",1934
"http://uploads6.wikiart.org/images/alexander-calder/diana-1934.jpg","Diana","Alexander Calder","abstract-art",1934
"http://uploads7.wikiart.org/images/jean-helion/abstraction-1934.jpg","Abstraction","Jean Helion","abstract-art",1934
"http://uploads7.wikiart.org/images/jean-helion/composition-1934.jpg","Composition","Jean Helion","abstract-art",1934
"http://uploads5.wikiart.org/images/jean-helion/untitled-h-lion-34-1934.jpg","Untitled (Helion 34)","Jean Helion","abstract-art",1934
"http://uploads0.wikiart.org/images/arthur-dove/goat-1934.jpg","Goat","Arthur Dove","abstract-art",1934
"http://uploads8.wikiart.org/images/willi-baumeister/diver-with-reflection-iii-1934.jpg","Diver with Reflection III","Willi Baumeister","abstract-art",1934
"http://uploads7.wikiart.org/images/willi-baumeister/runner-1934.jpg","Runner","Willi Baumeister","abstract-art",1934
"http://uploads5.wikiart.org/images/willi-baumeister/soccer-player-1934.jpg","Soccer Player","Willi Baumeister","abstract-art",1934
"http://uploads4.wikiart.org/images/john-ferren/mallorca-1934.jpg","Mallorca","John Ferren","abstract-art",1934
"http://uploads7.wikiart.org/images/edward-wadsworth/conversation-1934(1).jpg","Conversation","Edward Wadsworth","abstract-art",1934
"http://uploads0.wikiart.org/images/wladyslaw-strzeminski/oak-1934.jpg","Oak","Wladyslaw Strzeminski","abstract-art",1934
"http://uploads6.wikiart.org/images/wladyslaw-strzeminski/pejza-morski-2-vii-1934.jpg","Pejzaz morski, 2 VII","Wladyslaw Strzeminski","abstract-art",1934
"http://uploads3.wikiart.org/images/balcomb-greene/untitled-34-8-1934.jpg","Untitled (34-8)","Balcomb Greene","abstract-art",1934
"http://uploads7.wikiart.org/images/jean-helion/abstract-copmosition-1934.jpg","Abstract Composition","Jean Helion","abstract-art",1934
"http://uploads5.wikiart.org/images/wassily-kandinsky/brown-with-supplement-1935.jpg","Brown with supplement","Wassily Kandinsky","abstract-art",1935
"http://uploads4.wikiart.org/images/wassily-kandinsky/gravitation-1935.jpg","Gravitation","Wassily Kandinsky","abstract-art",1935
"http://uploads8.wikiart.org/images/gerardo-dottori/armonie-di-forme-contrarie-1935.jpg","Armonie di forme contrarie","Gerardo Dottori","abstract-art",1935
"http://uploads6.wikiart.org/images/otto-freundlich/sculpture-architecturale-1935.jpg","Sculpture Architecturale","Otto Freundlich","abstract-art",1935
"http://uploads1.wikiart.org/images/constantin-brancusi/the-kiss-column-1935.jpg","The Kiss (Column)","Constantin Brancusi","abstract-art",1935
"http://uploads6.wikiart.org/images/richard-pousette-dart/head-of-persephone-1935.jpg","Head of Persephone","Richard Pousette-Dart","abstract-art",1935
"http://uploads1.wikiart.org/images/arthur-dove/lake-afternoon-1935.jpg","Lake Afternoon","Arthur Dove","abstract-art",1935
"http://uploads7.wikiart.org/images/arthur-dove/morning-sun-1935.jpg","Morning Sun","Arthur Dove","abstract-art",1935
"http://uploads8.wikiart.org/images/arthur-dove/storm-clouds-1935.jpg","Storm Clouds","Arthur Dove","abstract-art",1935
